review_id,fav_heroe,fav_villain,fav_film,fav_soundtrack,fav_spaceship,fav_planet,fav_robot
13555,Leia,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Naboo Starfighter,Tatooine,R2-D2
13556,Obi-Wan Kenobi,Count Dooku,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Tatooine,C-3PO
13557,Obi-Wan Kenobi,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Naboo,C-3PO
13558,Chewbacca,Darth Vader,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Endor,R2-D2
13559,Jar Jar Binks,Count Dooku,Episode I - The Phantom Menace,Anakin vs. Obi-Wan,Millennium Falcon,Endor,C-3PO
13560,Leia,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Endor,Droideka
13561,Luke Skywalker,Palpatine,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
13562,Obi-Wan Kenobi,Palpatine,Episode V - The Empire Strikes Back,The Throne Room,Millennium Falcon,Dagobah,R2-D2
13563,Leia,Darth Vader,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
13564,Obi-Wan Kenobi,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Tatooine,R2-D2
13565,Han Solo,Palpatine,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,Battle Droid
13566,Yoda,General Grievous,Episode V - The Empire Strikes Back,Anakin vs. Obi-Wan,Millennium Falcon,Naboo,R2-D2
13567,Han Solo,Palpatine,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Tatooine,C-3PO
13568,Han Solo,Wilhuff Tarkin,Episode I - The Phantom Menace,Imperial March,TIE Fighter,Dagobah,C-3PO
13569,Obi-Wan Kenobi,General Grievous,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
13570,Leia,Darth Vader,Episode I - The Phantom Menace,Imperial March,Millennium Falcon,Tatooine,Battle Droid
13571,Luke Skywalker,Darth Maul,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
13572,Obi-Wan Kenobi,Count Dooku,Episode VI - Return of the Jedi,Imperial March,TIE Fighter,Endor,R2-D2
13573,Han Solo,General Grievous,Episode III - Revenge of the Sith,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
13574,Han Solo,Darth Vader,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
13575,Anakin Skywalker,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Tatooine,C-3PO
13576,Han Solo,Palpatine,Episode VI - Return of the Jedi,Accross the Stars,Millennium Falcon,Naboo,C-3PO
13577,Yoda,Palpatine,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
13578,Han Solo,General Grievous,Episode IV - A New Hope,Imperial March,TIE Fighter,Tatooine,C-3PO
13579,Qui-Gon Jinn,Count Dooku,Episode I - The Phantom Menace,Imperial March,Millennium Falcon,Naboo,R2-D2
13580,Chewbacca,Darth Vader,Episode I - The Phantom Menace,Imperial March,Millennium Falcon,Naboo,R2-D2
13581,Luke Skywalker,Wilhuff Tarkin,Episode II - Attack of the Clones,Imperial March,Millennium Falcon,Naboo,R2-D2
13582,Obi-Wan Kenobi,Darth Vader,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Endor,R2-D2
13583,Yoda,Darth Maul,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Endor,R2-D2
13584,Leia,General Grievous,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Naboo,R2-D2
13585,Obi-Wan Kenobi,General Grievous,Episode V - The Empire Strikes Back,The Throne Room,Millennium Falcon,Naboo,C-3PO
13586,Anakin Skywalker,Darth Vader,Episode III - Revenge of the Sith,Anakin vs. Obi-Wan,Naboo Starfighter,Dagobah,Droideka
13587,Chewbacca,Darth Vader,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Dagobah,R2-D2
13588,Leia,Darth Vader,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
13589,Han Solo,Palpatine,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Dagobah,R2-D2
13590,Qui-Gon Jinn,Darth Maul,Episode III - Revenge of the Sith,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
13591,Obi-Wan Kenobi,Darth Vader,Episode V - The Empire Strikes Back,The Throne Room,Naboo Starfighter,Tatooine,R2-D2
13592,Yoda,Count Dooku,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Endor,C-3PO
13593,Anakin Skywalker,Wilhuff Tarkin,Episode VI - Return of the Jedi,Accross the Stars,Millennium Falcon,Tatooine,Battle Droid
13594,Yoda,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Naboo Starfighter,Tatooine,Battle Droid
13595,Leia,Palpatine,Episode IV - A New Hope,Imperial March,TIE Fighter,Tatooine,C-3PO
13596,Han Solo,Darth Vader,Episode I - The Phantom Menace,The Throne Room,Millennium Falcon,Tatooine,C-3PO
13597,Han Solo,General Grievous,Episode I - The Phantom Menace,Imperial March,Naboo Starfighter,Tatooine,R2-D2
13598,Chewbacca,Wilhuff Tarkin,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Dagobah,R2-D2
13599,Chewbacca,Darth Vader,Episode IV - A New Hope,Imperial March,Millennium Falcon,Endor,C-3PO
13600,Yoda,Darth Vader,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
13601,Leia,Palpatine,Episode VI - Return of the Jedi,Anakin vs. Obi-Wan,TIE Fighter,Naboo,R2-D2
13602,Han Solo,General Grievous,Episode III - Revenge of the Sith,The Throne Room,Millennium Falcon,Tatooine,R2-D2
13603,Yoda,Darth Maul,Episode IV - A New Hope,Imperial March,Millennium Falcon,Alderaan,C-3PO
13604,Obi-Wan Kenobi,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,C-3PO
13605,Yoda,Palpatine,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Endor,C-3PO
13606,Leia,Palpatine,Episode I - The Phantom Menace,Imperial March,Naboo Starfighter,Alderaan,R2-D2
13607,Obi-Wan Kenobi,Palpatine,Episode III - Revenge of the Sith,The Throne Room,TIE Fighter,Tatooine,R2-D2
13608,Anakin Skywalker,Wilhuff Tarkin,Episode III - Revenge of the Sith,Imperial March,Naboo Starfighter,Naboo,R2-D2
13609,Han Solo,Darth Vader,Episode V - The Empire Strikes Back,Anakin vs. Obi-Wan,TIE Fighter,Endor,C-3PO
13610,Han Solo,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
13611,Obi-Wan Kenobi,Count Dooku,Episode V - The Empire Strikes Back,The Throne Room,Millennium Falcon,Naboo,R2-D2
13612,Yoda,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Tatooine,R2-D2
13613,Luke Skywalker,Palpatine,Episode V - The Empire Strikes Back,Star Wars (Main Theme),TIE Fighter,Naboo,R2-D2
13614,Han Solo,Darth Vader,Episode V - The Empire Strikes Back,The Throne Room,Millennium Falcon,Tatooine,R2-D2
13615,Leia,Darth Vader,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Tatooine,C-3PO
13616,Anakin Skywalker,Wilhuff Tarkin,Episode VI - Return of the Jedi,Star Wars (Main Theme),TIE Fighter,Dagobah,R2-D2
13617,Obi-Wan Kenobi,Count Dooku,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Dagobah,C-3PO
13618,Leia,Palpatine,Episode V - The Empire Strikes Back,Imperial March,TIE Fighter,Tatooine,C-3PO
13619,Anakin Skywalker,Count Dooku,Episode IV - A New Hope,The Throne Room,Millennium Falcon,Tatooine,R2-D2
13620,Anakin Skywalker,Count Dooku,Episode IV - A New Hope,Imperial March,Naboo Starfighter,Tatooine,R2-D2
13621,Anakin Skywalker,Count Dooku,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,Droideka
13622,Han Solo,Darth Vader,Episode IV - A New Hope,Imperial March,TIE Fighter,Tatooine,C-3PO
13623,Obi-Wan Kenobi,Palpatine,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Tatooine,C-3PO
13624,Jar Jar Binks,General Grievous,Episode I - The Phantom Menace,Star Wars (Main Theme),TIE Fighter,Naboo,R2-D2
13625,Leia,General Grievous,Episode V - The Empire Strikes Back,Anakin vs. Obi-Wan,TIE Fighter,Tatooine,R2-D2
13626,Obi-Wan Kenobi,Wilhuff Tarkin,Episode IV - A New Hope,Star Wars (Main Theme),Naboo Starfighter,Tatooine,R2-D2
13627,Anakin Skywalker,Palpatine,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Alderaan,C-3PO
13628,Qui-Gon Jinn,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Dagobah,C-3PO
13629,Obi-Wan Kenobi,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Tatooine,Droideka
13630,Han Solo,Darth Vader,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
13631,Yoda,Darth Vader,Episode VI - Return of the Jedi,Imperial March,TIE Fighter,Naboo,R2-D2
13632,Anakin Skywalker,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Tatooine,C-3PO
13633,Han Solo,General Grievous,Episode II - Attack of the Clones,Star Wars (Main Theme),Naboo Starfighter,Naboo,C-3PO
13634,Anakin Skywalker,Palpatine,Episode IV - A New Hope,Star Wars (Main Theme),TIE Fighter,Endor,Battle Droid
13635,Obi-Wan Kenobi,Darth Vader,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Endor,C-3PO
13636,Anakin Skywalker,Darth Maul,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,Battle Droid
13637,Anakin Skywalker,Darth Vader,Episode VI - Return of the Jedi,Anakin vs. Obi-Wan,TIE Fighter,Tatooine,R2-D2
13638,Yoda,Count Dooku,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Dagobah,C-3PO
13639,Yoda,Palpatine,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Endor,C-3PO
13640,Jar Jar Binks,General Grievous,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Dagobah,C-3PO
13641,Anakin Skywalker,Darth Vader,Episode IV - A New Hope,Imperial March,Millennium Falcon,Dagobah,Droideka
13642,Jar Jar Binks,General Grievous,Episode IV - A New Hope,Star Wars (Main Theme),Naboo Starfighter,Tatooine,C-3PO
13643,Leia,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Tatooine,Droideka
13644,Luke Skywalker,Darth Vader,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Tatooine,Droideka
13645,Obi-Wan Kenobi,Darth Maul,Episode II - Attack of the Clones,Imperial March,Millennium Falcon,Naboo,C-3PO
13646,Leia,Palpatine,Episode V - The Empire Strikes Back,Anakin vs. Obi-Wan,Millennium Falcon,Tatooine,R2-D2
13647,Han Solo,Darth Vader,Episode IV - A New Hope,Imperial March,Death Star,Naboo,Battle Droid
13648,Obi-Wan Kenobi,Palpatine,Episode VI - Return of the Jedi,Imperial March,Naboo Starfighter,Tatooine,R2-D2
13649,Chewbacca,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
13650,Luke Skywalker,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Alderaan,R2-D2
13651,Luke Skywalker,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
13652,Luke Skywalker,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
13653,Leia,Darth Maul,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
13654,Yoda,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Tatooine,Battle Droid
13655,Obi-Wan Kenobi,Wilhuff Tarkin,Episode IV - A New Hope,The Throne Room,Millennium Falcon,Tatooine,C-3PO
13656,Jar Jar Binks,Palpatine,Episode I - The Phantom Menace,The Throne Room,Millennium Falcon,Endor,C-3PO
13657,Han Solo,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Tatooine,Battle Droid
13658,Chewbacca,General Grievous,Episode IV - A New Hope,The Throne Room,Millennium Falcon,Tatooine,C-3PO
13659,Anakin Skywalker,Count Dooku,Episode IV - A New Hope,Imperial March,Millennium Falcon,Endor,C-3PO
13660,Han Solo,Darth Vader,Episode IV - A New Hope,Anakin vs. Obi-Wan,Millennium Falcon,Tatooine,C-3PO
13661,Obi-Wan Kenobi,Darth Vader,Episode V - The Empire Strikes Back,The Throne Room,Millennium Falcon,Naboo,C-3PO
13662,Obi-Wan Kenobi,Palpatine,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Endor,R2-D2
13663,Yoda,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
13664,Jar Jar Binks,Darth Maul,Episode I - The Phantom Menace,The Throne Room,Millennium Falcon,Naboo,Droideka
13665,Luke Skywalker,Darth Vader,Episode III - Revenge of the Sith,Imperial March,Millennium Falcon,Dagobah,C-3PO
13666,Han Solo,Count Dooku,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
13667,Yoda,Darth Vader,Episode II - Attack of the Clones,Star Wars (Main Theme),Naboo Starfighter,Naboo,C-3PO
13668,Yoda,Count Dooku,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
13669,Chewbacca,Palpatine,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,Battle Droid
13670,Han Solo,Palpatine,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
13671,Jar Jar Binks,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Naboo,R2-D2
13672,Luke Skywalker,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Naboo Starfighter,Naboo,C-3PO
13673,Han Solo,Darth Maul,Episode V - The Empire Strikes Back,Imperial March,TIE Fighter,Naboo,C-3PO
13674,Obi-Wan Kenobi,Darth Maul,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
13675,Chewbacca,Wilhuff Tarkin,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
13676,Obi-Wan Kenobi,Darth Vader,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,C-3PO
13677,Han Solo,General Grievous,Episode V - The Empire Strikes Back,Anakin vs. Obi-Wan,Naboo Starfighter,Endor,R2-D2
13678,Han Solo,Darth Vader,Episode III - Revenge of the Sith,Imperial March,Millennium Falcon,Naboo,C-3PO
13679,Han Solo,Palpatine,Episode I - The Phantom Menace,Imperial March,Naboo Starfighter,Endor,C-3PO
13680,Leia,Count Dooku,Episode III - Revenge of the Sith,Imperial March,Naboo Starfighter,Naboo,C-3PO
13681,Yoda,General Grievous,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,C-3PO
13682,Obi-Wan Kenobi,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Alderaan,C-3PO
13683,Anakin Skywalker,Darth Vader,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Tatooine,C-3PO
13684,Yoda,General Grievous,Episode III - Revenge of the Sith,Star Wars (Main Theme),Millennium Falcon,Endor,R2-D2
13685,Jar Jar Binks,Darth Vader,Episode IV - A New Hope,Imperial March,TIE Fighter,Tatooine,C-3PO
13686,Luke Skywalker,General Grievous,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
13687,Obi-Wan Kenobi,General Grievous,Episode III - Revenge of the Sith,Imperial March,Naboo Starfighter,Endor,C-3PO
13688,Chewbacca,Count Dooku,Episode V - The Empire Strikes Back,The Throne Room,Millennium Falcon,Tatooine,C-3PO
13689,Obi-Wan Kenobi,Count Dooku,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
13690,Leia,Palpatine,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Dagobah,Battle Droid
13691,Jar Jar Binks,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Tatooine,Battle Droid
13692,Leia,Darth Maul,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
13693,Han Solo,Darth Vader,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Tatooine,R2-D2
13694,Qui-Gon Jinn,Darth Maul,Episode IV - A New Hope,Imperial March,TIE Fighter,Tatooine,R2-D2
13695,Han Solo,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
13696,Yoda,Count Dooku,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
13697,Yoda,Wilhuff Tarkin,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,C-3PO
13698,Qui-Gon Jinn,General Grievous,Episode VI - Return of the Jedi,Star Wars (Main Theme),TIE Fighter,Naboo,C-3PO
13699,Yoda,Wilhuff Tarkin,Episode IV - A New Hope,Star Wars (Main Theme),TIE Fighter,Naboo,C-3PO
13700,Han Solo,Wilhuff Tarkin,Episode II - Attack of the Clones,Imperial March,Naboo Starfighter,Dagobah,C-3PO
13701,Obi-Wan Kenobi,Darth Vader,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Tatooine,R2-D2
13702,Leia,Darth Maul,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Naboo,C-3PO
13703,Obi-Wan Kenobi,Wilhuff Tarkin,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Endor,R2-D2
13704,Chewbacca,General Grievous,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,R2-D2
13705,Han Solo,Count Dooku,Episode III - Revenge of the Sith,Imperial March,Millennium Falcon,Endor,C-3PO
13706,Yoda,Count Dooku,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Dagobah,R2-D2
13707,Han Solo,Palpatine,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Tatooine,Droideka
13708,Anakin Skywalker,Darth Vader,Episode V - The Empire Strikes Back,Anakin vs. Obi-Wan,Millennium Falcon,Tatooine,R2-D2
13709,Luke Skywalker,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Dagobah,R2-D2
13710,Luke Skywalker,General Grievous,Episode I - The Phantom Menace,Imperial March,Naboo Starfighter,Naboo,R2-D2
13711,Anakin Skywalker,Count Dooku,Episode I - The Phantom Menace,Imperial March,Millennium Falcon,Naboo,R2-D2
13712,Chewbacca,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,R2-D2
13713,Leia,Wilhuff Tarkin,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,C-3PO
13714,Obi-Wan Kenobi,Darth Vader,Episode IV - A New Hope,Imperial March,Millennium Falcon,Endor,R2-D2
13715,Anakin Skywalker,Wilhuff Tarkin,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Endor,R2-D2
13716,Anakin Skywalker,Palpatine,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Naboo,R2-D2
13717,Obi-Wan Kenobi,Darth Vader,Episode VI - Return of the Jedi,Imperial March,TIE Fighter,Naboo,C-3PO
13718,Anakin Skywalker,General Grievous,Episode II - Attack of the Clones,Imperial March,Millennium Falcon,Naboo,Battle Droid
13719,Anakin Skywalker,Darth Vader,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Naboo,C-3PO
13720,Jar Jar Binks,Darth Vader,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Naboo,Battle Droid
13721,Obi-Wan Kenobi,Wilhuff Tarkin,Episode VI - Return of the Jedi,Star Wars (Main Theme),TIE Fighter,Tatooine,R2-D2
13722,Leia,General Grievous,Episode IV - A New Hope,Imperial March,Millennium Falcon,Naboo,C-3PO
13723,Yoda,Palpatine,Episode I - The Phantom Menace,Imperial March,Millennium Falcon,Alderaan,C-3PO
13724,Leia,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
13725,Anakin Skywalker,Darth Maul,Episode V - The Empire Strikes Back,The Throne Room,Millennium Falcon,Naboo,C-3PO
13726,Han Solo,Wilhuff Tarkin,Episode II - Attack of the Clones,Star Wars (Main Theme),TIE Fighter,Naboo,R2-D2
13727,Han Solo,General Grievous,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,R2-D2
13728,Jar Jar Binks,Wilhuff Tarkin,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Naboo,R2-D2
13729,Anakin Skywalker,General Grievous,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Alderaan,R2-D2
13730,Han Solo,Palpatine,Episode IV - A New Hope,Star Wars (Main Theme),TIE Fighter,Tatooine,R2-D2
13731,Han Solo,General Grievous,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
13732,Leia,Darth Vader,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Dagobah,R2-D2
13733,Han Solo,Darth Maul,Episode I - The Phantom Menace,The Throne Room,Naboo Starfighter,Endor,R2-D2
13734,Leia,Count Dooku,Episode IV - A New Hope,Imperial March,Millennium Falcon,Naboo,C-3PO
